No disposition;Nature mutation;Valeur fonciere;No voie;Code type de voie;Type de voie;Code voie;Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;No plan;1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;
1;Vente;153500;160;0;RUE;129;DE PARIS;927;34670;SAINT-BRES;34;244;1877;10;1;2;Appartement;63;3;
1;Vente;153500;9001;18;RES;A548;LES RESTANQUES DU THOUAR;2622;83130;LA GARDE;83;062;459;301;2;2;Appartement;62;3;
1;Vente;153500;4;0;RUE;710;DE TAVERNY;3136;95130;FRANCONVILLE LA GARENNE;95;252;886;298;2;2;Appartement;56;3;
1;Vente;153600;7;0;RUE;464;GASTON MONNERVILLE;2342;77100;MEAUX;77;284;821;1064;1;2;Appartement;41;2;
1;Vente;153600;39;15;BD;3475;JOSEPH GARNIER;142;6000;NICE;06;088;73;50;1;2;Appartement;30;1;
1;Vente;153600;151;1;AV;500;EUGENE VARLIN;2346;77270;VILLEPARISIS;77;514;64;3;1;2;Appartement;57;1;
1;Vente;153660;69;0;RUE;520;DE PARIS;2353;77400;POMPONNE;77;372;88;31;1;2;Appartement;31;1;
1;Vente;153700;15;0;RUE;545;ROBERT DESNOS;2408;78210;SAINT-CYR-L ECOLE;78;545;12;360;2;2;Appartement;70;4;
1;Vente;153750;7;1;AV;885;DE L ILE DE FRANCE;2856;91380;CHILLY MAZARIN;91;161;56;145;1;2;Appartement;70;3;
1;Vente;153750;143;1;AV;873;VAUBAN;900;34110;FRONTIGNAN;34;108;228;133;1;2;Appartement;26;2;
1;Vente;153750;7;1;AV;750;FOCH;3133;95160;MONTMORENCY;95;428;77;211;2;2;Appartement;39;1;
1;Vente;153800;27;0;RUE;1570;SAINT LIESNE;2256;77000;MELUN;77;288;623;19;1;2;Appartement;78;4;
1;Vente;153800;9;0;RUE;1243;CHAT MARGUAY;3179;97300;CAYENNE;973;302;774;8;1;2;Appartement;65;2;
1;Vente;153800;65;1;AV;8140;DE LA REPUBLIQUE;3031;94800;VILLEJUIF;94;076;72;9;1;2;Appartement;23;1;
1;Vente;153846;96;0;RUE;3812;DU GENERAL BOURBAKI;730;31200;TOULOUSE;31;555;201;264;2;2;Appartement;68;4;
1;Vente;154000;90;15;BD;743;ERIC TABARLY;227;6270;VILLENEUVE-LOUBET;06;161;97;128;2;2;Appartement;30;1;
1;Vente;154000;5;2;ALL;65;ANDRE MARIE AMPERE;3001;93290;TREMBLAY-EN-FRANCE;93;073;223;19;2;2;Appartement;61;3;
1;Vente;154000;142;0;RUE;570;JULES GUESDE;1640;59390;LYS LEZ LANNOY;59;367;1246;3;1;2;Appartement;95;4;
1;Vente;154000;1;67;QUA;A030;DE L'ECONOMAT;1750;60740;ST MAXIMIN;60;589;185;13;1;2;Appartement;70;3;
1;Vente;154000;61;15;BD;30;DE L ALSACE LORRAINE;3065;94170;LE PERREUX-SUR-MARNE;94;058;129;9;1;2;Appartement;28;3;
1;Vente;154000;5670;18;RES;A139;VALINARIS;3168;97232;LE LAMENTIN;972;213;670;178;1;2;Appartement;69;3;
1;Vente;154000;5;18;RES;A332;LES MAS DE LA MADRAGUE;2639;83270;SAINT-CYR-SUR-MER;83;112;13;1;1;2;Appartement;38;2;
1;Vente;154000;1;0;RUE;548;VINCENT VAN GOGH;1647;59810;LESQUIN;59;343;460;321;1;2;Appartement;48;2;
1;Vente;154000;2;0;RUE;1780;EDOUARD VAILLANT;302;11100;NARBONNE;11;262;385;3;1;2;Appartement;91;4;
1;Vente;154000;1;2;ALL;253;DES SOURCES;904;34540;BALARUC LES BAINS;34;023;1070;120;1;2;Appartement;31;1;
1;Vente;154000;1;0;RUE;725;SAINT EXUPERY;1800;62930;WIMEREUX;62;893;569;202;1;2;Appartement;41;2;
1;Vente;154000;53;0;RUE;1595;CRISTINO GARCIA;2993;93210;SAINT-DENIS;93;066;86;4014;2;2;Appartement;40;2;
1;Vente;154000;253;0;RUE;17;DE LA CONDAMINE;1228;42320;FARNAY;42;093;86;1;1;2;Appartement;50;4;
1;Vente;154000;12;0;RUE;534;DES JARDINS;1237;42600;MONTBRISON;42;147;107;2;1;1;Maison;96;4;
1;Vente;154000;239;0;RUE;6055;BRUMAIRE;886;34000;MONTPELLIER;34;172;188;2100;1;2;Appartement;34;2;
1;Vente;154000;7;2;ALL;1761;SAINT JOHN PERSE;3134;95120;ERMONT;95;219;609;43;1;2;Appartement;50;2;
1;Vente;154000;6;56;CLOS;A002;DU ROY;2444;78780;MAURECOURT;78;382;407;371;2;2;Appartement;60;2;
1;Vente;154000;2;1;AV;1420;DES MAGNOLIAS;1858;64700;HENDAYE;64;260;235;129;2;2;Appartement;40;2;
1;Vente;154000;34;4;CRS;1900;VICTOR HUGO;409;17600;SAUJON;17;421;789;77;1;2;Appartement;81;3;
1;Vente;154000;26;22;PROM;2196;MAXIME GORKI;2425;78500;SARTROUVILLE;78;586;259;119;2;2;Appartement;70;4;
1;Vente;154000;33;0;RUE;3850;DE PARIS;2923;91120;PALAISEAU;91;477;265;6;1;2;Appartement;23;1;
1;Vente;154000;26;0;RUE;530;DE LA FOSSE ROUGE;3049;94370;SUCY-EN-BRIE;94;071;385;293;2;2;Appartement;70;4;
1;Vente;154000;14;0;RUE;4850;NEUVE TUDELLE;1361;45100;ORLEANS;45;234;729;10;1;2;Appartement;46;2;
1;Vente;154000;38;0;RUE;250;MAL FOCH;229;6480;LA COLLE SUR LOUP;06;044;383;7;1;2;Appartement;74;3;
1;Vente;154000;4;0;RUE;1190;CANNE A SUCRE;3179;97300;CAYENNE;973;302;811;50;1;2;Appartement;48;2;
1;Vente;154000;1;0;RUE;6320;DU PETIT SALUT;2199;76000;ROUEN;76;540;13;30;3;2;Appartement;45;2;
1;Vente;154000;16;1;AV;160;BOYER;149;6500;MENTON;06;083;375;166;1;2;Appartement;30;1;
1;Vente;154000;2;0;RUE;1170;FONTAINE DU PIN;205;6160;ANTIBES;06;004;60;229;1;2;Appartement;43;2;
1;Vente;154000;40;0;RUE;1660;DE ROUEN;3067;95300;PONTOISE;95;500;7;8;1;2;Appartement;44;2;
1;Vente;154000;7;1;AV;130;DU BOIS CHAPET;2823;91540;MENNECY;91;386;17;173;3;2;Appartement;77;4;
1;Vente;154000;72;6;GR;455;GRANDE RUE;508;25400;AUDINCOURT;25;031;183;1;1;2;Appartement;156;5;
1;Vente;154000;6;0;RUE;13;ALBERT CAMUS;2342;77100;MEAUX;77;284;121;313;2;2;Appartement;76;4;
1;Vente;154000;9001;18;RES;A020;COMPIEGNE JUVISY;2861;91390;MORSANG-SUR-ORGE;91;434;822;2397;2;2;Appartement;72;3;
1;Vente;154000;31;0;RUE;540;ROGER BOUVRY;1659;59113;SECLIN;59;560;348;23;2;2;Appartement;86;4;
1;Vente;154000;2;2;ALL;436;MAURICE LAFON;808;33380;BIGANOS;33;051;281;1;3;2;Appartement;41;2;
1;Vente;154000;100;0;RUE;825;DU GENERAL DE GAULLE;2256;77000;MELUN;77;288;304;1;1;2;Appartement;76;3;
1;Vente;154000;11;5;CHE;552;DE L ENCLOS ROUSSEL;1411;48000;MENDE;48;095;315;29;1;2;Appartement;71;3;
1;Vente;154000;44;18;RES;A009;DU 44 RUE DESIRE CLEMENT;2443;78700;CONFLANS SAINTE HONORINE;78;172;517;110;2;2;Appartement;67;4;
1;Vente;154000;9018;0;RUE;984;DES CHASSEURS;1825;64000;PAU;64;445;18;1;1;1;Maison;102;4;
1;Vente;154000;13;0;RUE;2230;DE LA LIBERTE;2345;77500;CHELLES;77;108;174;48;2;2;Appartement;50;3;
1;Vente;154000;29;0;RUE;350;DU PRE DES CIEUX;1133;38140;IZEAUX;38;194;378;1;1;2;Appartement;106;4;
1;Vente;154000;3;0;RUE;1010;FRANCOIS DE NEUFCHATEAU;2753;88000;EPINAL;88;160;143;4;1;2;Appartement;150;6;
1;Vente;154000;10;1;AV;879;JEAN JAURES;2679;84300;CAVAILLON;84;035;458;119;1;2;Appartement;70;3;
1;Vente;154000;9;15;BD;870;MARCEL SEMBAT;2346;77270;VILLEPARISIS;77;514;13;1;1;2;Appartement;61;3;
1;Vente;154000;53;0;RUE;8358;DE LA ROQUETTE;3203;75011;PARIS 11;75;111;40;14;1;2;Appartement;10;1;
1;Vente;154000;9;1;AV;4148;DU GENERAL DE GAULLE;3066;94500;CHAMPIGNY-SUR-MARNE;94;017;28;30;1;2;Appartement;35;2;
1;Vente;154000;26;0;RUE;100;DES AUBEPINES;3143;95170;DEUIL LA BARRE;95;197;1066;123;2;2;Appartement;45;2;
1;Vente;154000;5;0;RUE;1074;DU BOIS DU BRAY;2263;77127;LIEUSAINT;77;251;1410;47;1;2;Appartement;39;2;
1;Vente;154000;6;0;RUE;1980;DE LA SOMME;2473;78200;MANTES-LA-JOLIE;78;361;334;5205;1;2;Appartement;41;2;
1;Vente;154000;8;5;CHE;280;DES HUCHES;2136;74100;VETRAZ-MONTHOUX;74;298;461;11;2;2;Appartement;52;2;
1;Vente;154000;2;2;ALL;1747;ELSA TRIOLET;814;33150;CENON;33;119;100;143;1;2;Appartement;54;2;
1;Vente;154000;4;0;RUE;752;DE LA BERAUDIERE;1277;44000;NANTES;44;109;194;22;2;2;Appartement;34;2;
1;Vente;154000;9002;0;RUE;680;DE LA MER;2544;80550;LE CROTOY;80;228;113;32;2;2;Appartement;39;2;
1;Vente;154000;14;0;RUE;378;DU HAUT D AULNY;3136;95130;FRANCONVILLE LA GARENNE;95;252;337;339;2;2;Appartement;57;3;
1;Vente;154000;11;0;RUE;1211;JULIEN GRACQ;797;33130;BEGLES;33;039;72;12;1;2;Appartement;50;2;
1;Vente;154000;9100;1;AV;2560;DE L ELYSEE;2624;83200;TOULON;83;137;769;103;2;2;Appartement;66;3;
1;Vente;154000;10;0;RUE;630;GUINCHARD;2873;91290;ARPAJON;91;021;816;3;1;2;Appartement;55;3;
1;Vente;154020;38;0;RUE;3115;GEORGES MARTIN WITKOWSKI;1909;69005;LYON 5EME;69;385;89;405;2;2;Appartement;56;3;
1;Vente;154150;60;15;BD;4648;JARDIN ZOOLOGIQUE;314;13004;MARSEILLE 4EME;13;204;15;282;2;2;Appartement;51;3;
1;Vente;154150;237;3;RTE;480;DE LA GARE;2635;83110;SANARY SUR MER;83;123;268;27;1;2;Appartement;45;2;
1;Vente;154155;636;1;AV;4649;DU PROF EMILE JEANBRAU;888;34090;MONTPELLIER;34;172;69;48;1;2;Appartement;47;2;
1;Vente;154225;314;1;AV;7515;DU PRADO;327;13008;MARSEILLE 8EME;13;208;71;918;1;2;Appartement;44;2;
1;Vente;154300;8;0;RUE;980;GUSTAVE HAMEAU;809;33120;ARCACHON;33;009;586;75;1;2;Appartement;22;1;
1;Vente;154300;2;12;PL;638;LA MARLIERE;2281;77680;ROISSY-EN-BRIE;77;390;448;65;1;2;Appartement;72;3;
1;Vente;154350;100;2;ALL;1427;DE LA PINEDE;2626;83140;SIX-FOURS-LES-PLAGES;83;129;1483;195;1;2;Appartement;32;2;
1;Vente;154380;59;1;AV;410;GEORGES CLEMENCEAU;203;6220;VALLAURIS;06;155;28;51;1;2;Appartement;70;3;
1;Vente;154400;3;0;RUE;505;DU GENERAL GALLIENI;3048;94350;VILLIERS-SUR-MARNE;94;079;178;1008;2;2;Appartement;27;1;
1;Vente;154430;32;8;;B222;SOLENZARA;641;20145;SARI-SOLENZARA;2A;269;321;13;2;2;Appartement;97;4;
1;Vente;154444;474;1;AV;147;DES CIGOGNES;1166;40150;SOORTS-HOSSEGOR;40;304;60;1;1;1;Maison;30;1;
1;Vente;154470;154;0;RUE;8110;LEOPOLD RECHOSSIERE;2989;93300;AUBERVILLIERS;93;001;99;342;2;2;Appartement;35;2;
1;Vente;154500;8;0;RUE;15;ALBERT CAMUS;2423;78340;CLAYES-SOUS-BOIS (LES);78;165;503;66;2;2;Appartement;68;4;
1;Vente;154500;3;0;RUE;1630;FAUTRAS;601;29200;BREST;29;019;11;10;2;2;Appartement;75;4;
1;Vente;154500;35;0;RUE;230;ARAGO;1933;69100;VILLEURBANNE;69;266;240;222;1;2;Appartement;41;2;
1;Vente;154500;32;1;AV;213;DE MONDON;1266;43000;ESPALY-SAINT-MARCEL;43;089;72;3;1;1;Maison;129;6;
1;Vente;154500;104;0;RUE;4155;DU GEN LECLERC;3017;93110;ROSNY-SOUS-BOIS;93;064;15;1;2;2;Appartement;39;2;
1;Vente;154500;6;5;CHE;1197;DE BIZET;316;13016;MARSEILLE 16EME;13;216;264;87;1;2;Appartement;39;2;
1;Vente;154500;25;15;BD;380;DECAUVILLE;2821;91000;EVRY-COURCOURONNES;91;228;44;1009;1;2;Appartement;60;3;
1;Vente;154500;1;0;RUE;410;DE L ISLE ADAM;3079;95260;BEAUMONT-SUR-OISE;95;052;15;23;1;2;Appartement;39;2;
1;Vente;154500;11;0;RUE;1183;DU COLOMBIER;1037;37100;TOURS;37;261;579;18;1;2;Appartement;72;3;
1;Vente;154585;86;0;RUE;4955;LEON DUPONTREUE;2539;80080;AMIENS;80;021;198;71;1;2;Appartement;66;3;
1;Vente;154600;3;0;RUE;20;DE L ABREUVOIR;2823;91540;MENNECY;91;386;7;4;2;2;Appartement;44;3;
1;Vente;154600;53;0;RUE;1655;GEORGES MELIES;2851;91700;SAINTE-GENEVIEVE-DES-BOIS;91;549;313;32;1;2;Appartement;54;3;
1;Vente;154600;12;0;RUE;350;JEAN JAURES;2413;78190;TRAPPES;78;621;24;25;2;2;Appartement;59;3;
1;Vente;154610;2;0;RUE;994;GUSTAVE FLAUBERT;3134;95120;ERMONT;95;219;620;208;2;2;Appartement;66;3;
1;Vente;154650;2;0;RUE;380;JACQUARD;1206;42650;SAINT-JEAN-BONNEFONDS;42;237;38;4;2;2;Appartement;97;4;
1;Vente;154650;17;0;RUE;1705;CHARLES BAUDELAIRE;513;26000;VALENCE;26;362;223;403;2;2;Appartement;123;6;
1;Vente;154670;3;5;CHE;5268;DE LIMAYRAC;732;31500;TOULOUSE;31;555;111;10;2;2;Appartement;50;2;
1;Vente;154680;3;0;RUE;27;ALEXANDRA DAVID-NEEL;2413;78190;TRAPPES;78;621;13;104;1;2;Appartement;63;3;
1;Vente;154750;13;0;RUE;1120;DES REMPARTS;2342;77100;MEAUX;77;284;86;4;2;2;Appartement;50;3;
1;Vente;154780;31;0;RUE;910;GEORGES 1ER;2084;73100;AIX LES BAINS;73;008;384;124;1;2;Appartement;31;1;
1;Vente;154800;58;15;BD;4800;MAL FOCH;1054;38000;GRENOBLE;38;185;74;8;1;2;Appartement;56;2;
1;Vente;154800;15;0;RUE;610;HENRI MARTIN;782;33160;SAINT MEDARD EN JALLES;33;449;331;405;1;2;Appartement;95;4;
1;Vente;154830;199;5;CHE;803;DE LA MARINE;2635;83110;SANARY SUR MER;83;123;21;115;1;2;Appartement;28;2;
1;Vente;154850;5;51;SQ;655;DES CEVENNES;2825;91330;YERRES;91;691;625;255;2;2;Appartement;57;3;
1;Vente;154863;41;0;RUE;800;DE VERSAILLES;2518;78490;MONTFORT-L AMAURY;78;420;884;18;1;1;Maison;34;2;
1;Vente;154891;2;0;RUE;3280;DE MOSCOU;2853;91300;MASSY;91;377;142;36;1;2;Appartement;74;4;
1;Vente;154894;3;2;ALL;689;COLETTE;2834;91270;VIGNEUX SUR SEINE;91;657;393;11016;1;2;Appartement;58;3;
1;Vente;154900;9;0;RUE;452;GEORGES GAY;750;31700;BLAGNAC;31;069;579;24;2;2;Appartement;62;3;
1;Vente;154900;22;0;RUE;565;LE CORBUSIER;1056;38400;SAINT-MARTIN-D'HERES;38;421;244;17;2;2;Appartement;73;4;
1;Vente;154900;9;0;RUE;870;FENELON;2637;83400;HYERES;83;069;215;7;3;2;Appartement;77;3;
1;Vente;154900;116;0;RUE;3920;GASTON DE FLOTTE;343;13012;MARSEILLE 12EME;13;212;38;56;1;2;Appartement;64;3;
1;Vente;154914;30;0;RUE;1750;ETIENNE MARCEL;1035;37000;TOURS;37;261;301;15;1;2;Appartement;83;2;
1;Vente;154940;53;0;RUE;480;JEAN MERMOZ;2957;92380;GARCHES;92;033;247;10;1;2;Appartement;26;1;
1;Vente;154974;76;15;BD;9640;VICTOR HUGO;2953;92110;CLICHY;92;024;104;105;1;2;Appartement;30;2;
1;Vente;155000;7;12;PL;801;DE LA VICTOIRE;1139;39500;TAVAUX;39;526;68;1;2;1;Maison;101;5;
1;Vente;155000;12;0;RUE;6145;DU MARCHE;2944;92000;NANTERRE;92;050;47;7;1;2;Appartement;21;1;
1;Vente;155000;11;0;RUE;3580;FRANCOIS 1ER;2972;92170;VANVES;92;075;151;40;2;2;Appartement;23;2;
1;Vente;155000;25;0;RUE;2525;DE LA DEFENSE;2967;92130;ISSY-LES-MOULINEAUX;92;040;14;24;1;2;Appartement;24;1;
1;Vente;155000;99;0;RUE;240;MARECHAL LECLERC;2628;83220;LE PRADET;83;098;170;145;1;2;Appartement;62;3;
1;Vente;155000;2;0;RUE;190;DE LA VILLE MARTIN;446;22650;BEAUSSAIS-SUR-MER;22;209;216;208;1;2;Appartement;66;3;
1;Vente;155000;3;0;RUE;6855;DE L ORAGE;3065;94170;LE PERREUX-SUR-MARNE;94;058;100;8;1;2;Appartement;41;2;
1;Vente;155000;44;0;RUE;365;DU GEN LECLERC;2446;78570;ANDRESY;78;015;318;11;2;2;Appartement;40;2;
1;Vente;155000;110;0;RUE;100;DE LA DIVISION LECLERC;2870;91310;LINAS;91;339;129;9;1;2;Appartement;55;3;
1;Vente;155000;79;6;GR;182;GRANDE RUE DE BULLIEZ;15;1150;LAGNIEU;01;202;980;46;2;2;Appartement;74;3;
1;Vente;155000;12;2;ALL;759;DES MARINIERS;1355;45800;ST JEAN DE BRAYE;45;284;209;6;1;1;Maison;71;3;
1;Vente;155000;590;5;CHE;1110;DES ROCHES;2635;83110;SANARY SUR MER;83;123;2275;10;1;2;Appartement;23;2;
1;Vente;155000;24;1;AV;2566;COROT;342;13013;MARSEILLE 13EME;13;213;201;112;1;2;Appartement;63;3;
1;Vente;155000;8;0;RUE;820;DE GRAVELINES;1813;62500;SAINT OMER;62;765;448;1;1;2;Appartement;133;4;
1;Vente;155000;32;0;RUE;960;FERNAND CRAPEZ;2069;72250;PARIGNE L EVEQUE;72;231;406;5;1;2;Appartement;82;3;
1;Vente;155000;26;0;RUE;485;DES PINS;2734;85550;BARRE-DE-MONTS (LA);85;012;206;3;1;2;Appartement;73;2;
1;Vente;155000;50;15;BD;682;DE LA PLAGE;817;33510;ANDERNOS-LES-BAINS;33;005;91;24;1;2;Appartement;24;1;
1;Vente;155000;3;4;CRS;422;MAL DE LATTRE DE TASSIGNY;832;33850;LEOGNAN;33;238;22;5;1;2;Appartement;44;2;
1;Vente;155000;9001;18;RES;A020;COMPIEGNE JUVISY;2861;91390;MORSANG-SUR-ORGE;91;434;822;1381;2;2;Appartement;72;3;
1;Vente;155000;36;7;LOT;A097;LES HAUTS DE BARINGTHON;3167;97224;DUCOS;972;207;1877;1;1;1;Maison;64;4;
1;Vente;155000;14;10;IMP;1979;PAUL MARIETON;2688;84100;ORANGE;84;087;565;2;1;2;Appartement;72;3;
1;Vente;155000;5;0;RUE;6894;OLIVIER NOYER;3206;75014;PARIS 14;75;114;95;115;1;2;Appartement;13;1;
1;Vente;155000;3;2;ALL;312;JOACHIM DU BELLAY;1061;38130;ECHIROLLES;38;151;66;283;1;2;Appartement;93;4;
1;Vente;155000;11;0;RUE;3380;RICORD LATY;209;6400;CANNES;06;029;89;175;1;2;Appartement;35;2;
1;Vente;155000;93;0;RUE;110;DES BAINS;368;14360;TROUVILLE-SUR-MER;14;715;94;5;1;2;Appartement;40;3;
1;Vente;155000;14;0;RUE;185;CLAUDE DESGOUTTE;1206;42650;SAINT-JEAN-BONNEFONDS;42;237;211;20;1;2;Appartement;81;3;
1;Vente;155000;14;0;RUE;530;GENERAL LECLERC;1343;44510;LE POULIGUEN;44;135;75;3;1;2;Appartement;35;1;
1;Vente;155000;25;18;RES;A022;LES FERMES DE L OCEAN;393;17340;CHATELAILLON-PLAGE;17;094;363;25;1;1;Maison;42;3;
1;Vente;155000;5;1;AV;640;DE CANDAU;801;33600;PESSAC;33;318;92;10;1;2;Appartement;45;2;
1;Vente;155000;8;0;RUE;1895;VAN GOGH;3134;95120;ERMONT;95;219;690;32;2;2;Appartement;81;5;
1;Vente;155000;52;1;AV;48;DU GEN DE GAULLE;1159;40230;TOSSE;40;317;512;2;1;2;Appartement;68;3;
1;Vente;155000;3;0;RUE;1180;DES RAMANDEUSES;1601;56170;QUIBERON;56;186;253;15;1;2;Appartement;39;2;
1;Vente;155000;14;0;RUE;2515;D'ENGHIEN;1906;69002;LYON 2EME;69;382;42;7;1;2;Appartement;36;1;
1;Vente;155000;69;15;BD;9853;VINCENT AURIOL;3205;75013;PARIS 13;75;113;6;61;1;2;Appartement;35;2;
1;Vente;155000;9001;18;RES;A005;ALIENOR D AQUITAINE;819;33310;LORMONT;33;249;886;103;2;2;Appartement;91;4;
1;Vente;155000;5;18;RES;A108;LA VAUCOULEUR;2925;91940;LES ULIS;91;692;32;31;2;2;Appartement;70;3;
1;Vente;155000;55;18;RES;A071;LES JARDINS DE LA PINEDE;786;33680;LACANAU;33;214;394;55;1;1;Maison;34;2;
1;Vente;155000;18;51;SQ;1211;MAUPASSANT;2236;76400;FECAMP;76;259;8;305;1;2;Appartement;65;3;
1;Vente;155000;165;3;RTE;1635;DES CAMOINS;345;13011;MARSEILLE 11EME;13;211;532;4;1;2;Appartement;44;2;
1;Vente;155000;9;0;RUE;1520;DU MOULIN;2930;91430;IGNY;91;312;166;24;2;2;Appartement;33;1;
1;Vente;155000;10;0;RUE;230;D ORLEANS;2449;78580;MAULE;78;380;194;5;1;2;Appartement;98;4;
1;Vente;155000;8;0;RUE;10;DE LA CARRIERASSE;921;34560;MONTBAZIN;34;165;197;1;1;2;Appartement;70;3;
1;Vente;155000;9001;0;RUE;1720;RENARDE;326;13400;AUBAGNE;13;005;27;82;2;2;Appartement;60;4;
1;Vente;155000;34;4;CRS;1900;VICTOR HUGO;409;17600;SAUJON;17;421;789;76;1;2;Appartement;89;3;
1;Vente;155000;37;1;AV;610;GEORGES CLEMENCEAU;3010;93360;NEUILLY-PLAISANCE;93;049;1621;37;1;2;Appartement;37;2;
1;Vente;155000;6;0;RUE;640;DE LA LIBERATION;2361;77230;DAMMARTIN-EN-GOELE;77;153;102;3;1;2;Appartement;45;2;
1;Vente;155000;24;0;RUE;140;ARCHANGE;2921;91400;ORSAY;91;471;94;12;1;2;Appartement;35;1;
1;Vente;155000;40;5;CHE;210;DES BREGUIERES;201;6110;LE CANNET;06;030;144;153;1;2;Appartement;36;1;
1;Vente;155000;42;4;CRS;4162;GOUFFE;324;13006;MARSEILLE 6EME;13;206;68;150;1;2;Appartement;59;2;
1;Vente;155000;9;0;RUE;201;HENRI DE BOISFLEURY;1335;44290;GUEMENE PENFAO;44;067;3721;12;1;2;Appartement;85;5;
1;Vente;155000;6;0;RUE;1138;BERNEX;315;13001;MARSEILLE 1ER;13;201;242;4;1;2;Appartement;60;2;
1;Vente;155000;11;0;RUE;500;DE PARIS;2366;77700;COUPVRAY;77;132;303;13;1;2;Appartement;57;3;
1;Vente;155000;20;25;PARC;A323;DROMEL;325;13009;MARSEILLE 9EME;13;209;12;1900;2;2;Appartement;73;4;
1;Vente;155000;60;15;BD;480;DE LA MER;1801;62152;NEUFCHATEL-HARDELOT;62;604;282;20;2;2;Appartement;31;1;
1;Vente;155000;17;1;AV;40;DE LA BOULEAUTIERE;1762;60500;VINEUIL ST FIRMIN;60;695;239;20;1;2;Appartement;50;1;
1;Vente;155000;81;0;RUE;4600;DE MARSEILLE;1928;69007;LYON 7EME;69;387;108;14;1;2;Appartement;34;1;
1;Vente;155000;140;6;GR;830;GRANDE RUE;2865;91360;EPINAY SUR ORGE;91;216;370;13;2;2;Appartement;55;3;
1;Vente;155000;5;0;RUE;300;CHABRIER;2868;91240;SAINT-MICHEL-SUR-ORGE;91;570;126;5150;2;2;Appartement;80;4;
1;Vente;155000;2;0;RUE;133;MARGUERITE YOURCENAR;972;35136;ST JACQUES DE LA LANDE;35;281;587;14;1;2;Appartement;78;4;
1;Vente;155000;29;0;RUE;1382;FRANCOIS TRUFFAUT;2704;85600;MONTAIGU-VENDEE;85;146;530;29;1;1;Maison;103;6;
1;Vente;155000;42;5;CHE;685;DES SALETTES;80;4160;CHATEAU-ARNOUX-SAINT-AUBAN;04;049;300;42;1;1;Maison;93;4;
1;Vente;155000;23;15;BD;910;DES PROVINCES;1955;69110;SAINTE FOY LES LYON;69;202;11;338;2;2;Appartement;72;4;
1;Vente;155000;4;0;RUE;1350;DE L'ERABLE;2819;91800;BOUSSY-SAINT-ANTOINE;91;097;187;365;2;2;Appartement;42;2;
1;Vente;155000;40;17;PTR;880;PETITE RUE VERTE;2521;78610;PERRAY-EN-YVELINES (LE);78;486;46;2;3;2;Appartement;35;2;
1;Vente;155000;58;0;RUE;600;CHARLES DE GAULLE;1248;42300;ROANNE;42;187;506;12;7;2;Appartement;210;5;
1;Vente;155000;5;0;RUE;320;SAINTE THERESE;2106;73000;BASSENS;73;031;2345;29;1;2;Appartement;53;2;
1;Vente;155000;30;4;CRS;960;DU GAL LECLERC;882;33340;LESPARRE-MEDOC;33;240;59;34;1;2;Appartement;92;4;
1;Vente;155000;4;5;CHE;750;DES POSTES;3004;93390;CLICHY SOUS BOIS;93;014;337;12;1;2;Appartement;72;3;
1;Vente;155000;29;0;RUE;680;DE L'HOTEL DIEU DES MARAIS;1738;60300;SENLIS;60;612;339;12;1;2;Appartement;48;2;
1;Vente;155000;48;15;BD;4145;DU GENERAL LECLERC;2954;92200;NEUILLY-SUR-SEINE;92;051;74;326;1;2;Appartement;16;1;
1;Vente;155000;36;2;ALL;946;PAUL VERLAINE;2272;77340;PONTAULT COMBAULT;77;373;604;141;2;2;Appartement;61;3;
1;Vente;155000;40;0;RUE;267;GABRIEL PERI;2408;78210;SAINT-CYR-L ECOLE;78;545;52;63;1;2;Appartement;36;1;
1;Vente;155000;19;7;LOT;A005;LES BORDS DE NOYE;2556;80250;AILLY-SUR-NOYE;80;010;113;19;1;1;Maison;82;5;
1;Vente;155000;1065;15;BD;117;DE L ESCOURCHE;2634;83150;BANDOL;83;009;559;1299;2;2;Appartement;29;2;
1;Vente;155000;19;0;RUE;360;EUGENE VARLIN;2341;77410;CLAYE-SOUILLY;77;118;300;2;1;2;Appartement;43;1;
1;Vente;155000;1;12;PL;1547;SCHOELCHER;2852;91160;LONGJUMEAU;91;345;689;1;1;2;Appartement;70;3;
1;Vente;155000;4;2;ALL;689;COLETTE;2834;91270;VIGNEUX SUR SEINE;91;657;393;5021;1;2;Appartement;54;3;
1;Vente;155000;1;0;RUE;465;EUGENE DELACROIX;814;33150;CENON;33;119;58;683;1;2;Appartement;90;4;
1;Vente;155000;379;3;RTE;335;DES TROIS FONTAINES;1123;38140;RIVES;38;337;270;1;1;2;Appartement;92;3;
1;Vente;155000;247;1;AV;296;DE COURMAYEUR;2156;74400;CHAMONIX MONT BLANC;74;056;5463;135;1;2;Appartement;30;2;
1;Vente;155000;296;1;AV;740;DE ST MARTIN;2167;74700;SALLANCHES;74;256;2710;142;2;2;Appartement;72;3;
1;Vente;155000;53;0;RUE;8289;DE ROCHECHOUART;3202;75009;PARIS 09;75;109;57;82;1;2;Appartement;10;1;
1;Vente;155000;24;0;RUE;4430;GUTENBERG;3207;75015;PARIS 15;75;115;58;7;1;2;Appartement;14;1;
1;Vente;155000;1;0;RUE;521;DE LA CROIX SAMSON;435;22360;LANGUEUX;22;106;313;13;2;2;Appartement;79;4;
