No disposition;Nature mutation;Valeur fonciere;No voie;Code type de voie;Type de voie;Code voie;Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;No plan;1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;
1;Vente;2200;22;12;PL;6900;DU VIEUX MARCHE;1356;45000;ORLEANS;45;234;87;27;1;2;Appartement;57;3;
1;Vente;3000;5;12;PL;2020;NOTRE DAME;1446;50000;SAINT-LO;50;502;120;7;2;2;Appartement;21;1;
1;Vente;3000;7;0;RUE;9822;VILLEBOIS MAREUIL;3209;75017;PARIS 17;75;117;30;50;1;2;Appartement;80;3;
1;Vente;3000;38;1;AV;410;GEORGES CLEMENCEAU;203;6220;VALLAURIS;06;155;4;5;1;2;Appartement;10;1;
1;Vente;5000;7;1;AV;273;ELTVILLE;1198;41400;MONTRICHARD VAL DE CHER;41;151;679;111;2;2;Appartement;47;2;
1;Vente;5000;15;0;RUE;840;GRAND RUE MARIO ROUSTAN;901;34200;SETE;34;301;133;8;1;2;Appartement;58;1;
1;Vente;5000;17;0;RUE;20;DU DOCTEUR RAYOL;2619;83131;MONTFERRAT;83;082;277;10;1;2;Appartement;26;1;
1;Vente;6000;11;1;AV;273;ELTVILLE;1198;41400;MONTRICHARD VAL DE CHER;41;151;679;303;1;2;Appartement;23;1;
1;Vente;6000;590;0;RUE;270;DU GENERAL KOENIG;1724;60280;VENETTE;60;665;245;22;1;2;Appartement;17;1;
1;Vente;6000;4;12;PL;1255;DE SCHWEINFURT;582;28200;CHATEAUDUN;28;088;691;11;2;2;Appartement;130;6;
1;Vente;6500;9;0;RUE;4717;JEAN CRISTOFOL;318;13003;MARSEILLE 3EME;13;203;111;110;1;2;Appartement;22;1;
1;Vente;6500;7;1;AV;273;ELTVILLE;1198;41400;MONTRICHARD VAL DE CHER;41;151;679;127;1;2;Appartement;23;1;
1;Vente;7000;2;12;PL;4650;INSURRECTION D AOUT 1944;3028;94200;IVRY-SUR-SEINE;94;041;38;32;1;2;Appartement;46;3;
1;Vente;8000;14;0;RUE;1273;DU PETIT PARIS;465;22600;LOUDEAC;22;136;299;3;1;2;Appartement;23;1;
1;Vente;8000;63;0;RUE;390;DE LA REPUBLIQUE;725;30160;BESSEGES;30;037;197;15;3;2;Appartement;110;5;
1;Vente;8000;5039;8;;B151;PIENE HAUTE;160;6540;BREIL-SUR-ROYA;06;023;1275;18;1;2;Appartement;25;2;
1;Vente;9000;3;0;RUE;100;BEAUMELLE;900;34110;FRONTIGNAN;34;108;357;2;1;2;Appartement;45;3;
1;Vente;9000;7;0;RUE;233;FRANCOIS MITTERRAND;1563;54570;FOUG;54;205;962;1;1;2;Appartement;45;2;
1;Vente;9000;11;0;RUE;8010;VIENNET;945;34500;BEZIERS;34;032;64;4;1;2;Appartement;19;1;
1;Vente;9000;2;10;IMP;500;DAGOREAU;2073;72120;SAINT CALAIS;72;269;168;5;1;2;Appartement;22;1;
1;Vente;9500;20;1;AV;95;DE VERDUN;1818;63230;PONTGIBAUD;63;285;543;2;1;2;Appartement;35;1;
1;Vente;10000;2;0;RUE;1360;RENE DUCROS;466;23300;LA SOUTERRAINE;23;176;173;123;2;2;Appartement;62;4;
1;Vente;10000;11;0;RUE;920;DE LA PLAINE;950;34600;BEDARIEUX;34;028;129;6;2;2;Appartement;32;2;
1;Vente;10000;4;0;RUE;1490;DE LA COSARDE;3036;94240;L'HAY-LES-ROSES;94;038;57;151;1;2;Appartement;54;3;
1;Vente;10000;13;5;CHE;16;DES DAMES;1021;35190;SAINT-DOMINEUC;35;265;599;19;1;2;Appartement;19;1;
1;Vente;10000;3;0;RUE;4510;DE L HORLOGE;965;35000;RENNES;35;238;523;6;1;2;Appartement;60;3;
1;Vente;10000;28;1;AV;681;DU GENERAL DE GAULLE;1558;54300;LUNEVILLE;54;329;459;6;1;2;Appartement;20;1;
1;Vente;10000;5319;8;;B078;LAMBRUSQUIERE;691;30770;ARRIGAS;30;017;810;2;1;2;Appartement;22;1;
1;Vente;10000;140;0;RUE;8249;DE RIVOLI;3196;75001;PARIS 01;75;101;102;33;1;2;Appartement;17;1;
1;Vente;11000;10;12;PL;62;DE L EGLISE;1506;53800;CONGRIER;53;073;173;1;1;2;Appartement;52;3;
1;Vente;11000;1;1;AV;370;ARTHUR MULLOT;290;11000;CARCASSONNE;11;069;304;6;1;2;Appartement;20;1;
1;Vente;12000;77;0;RUE;6932;PAUTRIER;314;13004;MARSEILLE 4EME;13;204;20;26;1;2;Appartement;27;0;
1;Vente;12000;3;0;RUE;76;DE  LA  CHABRIETTE;164;6470;PEONE;06;094;53;4;1;2;Appartement;50;1;
1;Vente;12000;51;15;BD;690;DE LA LIBERTE;1404;47200;MARMANDE;47;157;200;15;2;2;Appartement;25;1;
1;Vente;12500;5013;8;;B014;LE VILLAGE;547;26240;PONSAS;26;247;22;2;1;2;Appartement;80;3;
1;Vente;13000;4;0;RUE;2340;MOLIERE;414;18100;VIERZON;18;279;252;10;1;2;Appartement;50;2;
1;Vente;13000;2;0;RUE;1060;DE LA TURLURETTE;1621;58160;IMPHY;58;134;34;3;3;2;Appartement;92;4;
1;Vente;13000;32;0;RUE;900;BOURNEIL;2798;89000;AUXERRE;89;024;190;43;1;2;Appartement;17;1;
1;Vente;13000;20;0;RUE;1490;NOTRE DAME;62;2200;SOISSONS;02;722;111;38;1;2;Appartement;26;1;
1;Vente;13000;4;0;RUE;453;DU VIEUX COLLEGE;2764;88300;NEUFCHATEAU;88;321;630;11;1;2;Appartement;39;1;
1;Vente;13300;3;12;PL;5728;DE LA MONNAIE;1277;44000;NANTES;44;109;32;52;1;2;Appartement;179;6;
1;Vente;14000;2;0;RUE;450;JOFFRE;1027;35130;LA GUERCHE-DE-BRETAGNE;35;125;239;18;2;2;Appartement;33;1;
1;Vente;14000;23;0;RUE;8218;RICHER;3202;75009;PARIS 09;75;109;55;55;1;2;Appartement;8;1;
1;Vente;14000;56;0;RUE;2250;DE TOURNON;253;7100;ANNONAY;07;010;108;30;1;2;Appartement;43;2;
1;Vente;14000;36;0;RUE;5670;DE TURLY;415;18000;BOURGES;18;033;498;236;2;2;Appartement;35;1;
1;Vente;14000;8;0;RUE;1180;DE LA TRINITE;2600;83510;LORGUES;83;072;1317;5;1;2;Appartement;20;1;
1;Vente;14470;260;3;RTE;7;DE L AEROPORT;2112;73420;VOGLANS;73;329;42;33;1;2;Appartement;22;1;
1;Vente;14500;68;0;RUE;430;GAMBETTA;1405;47400;TONNEINS;47;310;189;47;1;2;Appartement;18;1;
1;Vente;14700;13;0;RUE;180;DES BOUCHERS;594;28400;NOGENT LE ROTROU;28;280;49;2;1;2;Appartement;17;1;
1;Vente;15000;3;12;PL;340;CRUSSY;262;8200;SEDAN;08;409;172;4;1;2;Appartement;75;1;
1;Vente;15000;12;0;RUE;720;DU MARCHE;1135;39200;SAINT-CLAUDE;39;478;115;21;2;2;Appartement;47;2;
1;Vente;15000;10;0;RUE;2900;JOSEPH CLAUDE HABERT;281;10000;TROYES;10;387;394;21;1;2;Appartement;14;1;
1;Vente;15000;1;53;PASS;412;LE PASSAGE DES FEES;422;19260;TREIGNAC;19;269;96;3;1;2;Appartement;48;1;
1;Vente;15000;9004;12;PL;940;LEO LAGRANGE;1408;47500;FUMEL;47;106;927;11;1;2;Appartement;30;1;
1;Vente;15000;30;1;AV;2090;VICTOR HUGO;901;34200;SETE;34;301;266;26;2;2;Appartement;12;1;
1;Vente;15000;5;1;AV;1263;DU DOC JEAN LAIGRET;1197;41000;BLOIS;41;018;113;1011;1;2;Appartement;13;1;
1;Vente;15000;27;0;RUE;6130;DE MONTAUD;1204;42000;SAINT-ETIENNE;42;218;77;17;2;2;Appartement;20;1;
1;Vente;15000;21;0;RUE;1530;DE PARIS;1028;35500;VITRE;35;360;414;32;1;2;Appartement;10;1;
1;Vente;15000;5240;12;PL;50;DU CHATEAU;693;30190;SAINT-GENIES-DE-MALGOIRES;30;255;379;1;1;2;Appartement;25;1;
1;Vente;15000;56;0;RUE;8291;DU ROCHER;3197;75008;PARIS 08;75;108;49;26;1;2;Appartement;5;1;
1;Vente;15001;44;0;RUE;640;PASTEUR;2076;72430;NOYEN SUR SARTHE;72;223;643;1;2;1;Maison;41;2;
1;Vente;15050;14;0;RUE;9464;DES TROIS PORTES;3200;75005;PARIS 05;75;105;82;18;1;2;Appartement;6;1;
1;Vente;15500;8;0;RUE;2123;NICOLAS CUGNOT;1248;42300;ROANNE;42;187;161;168;1;2;Appartement;12;1;
1;Vente;15750;47;0;RUE;2730;DESIRE CLAUDE;1205;42100;SAINT-ETIENNE;42;218;29;96;1;2;Appartement;18;1;
1;Vente;16000;38;0;RUE;1360;GUERRIER;2222;76200;DIEPPE;76;217;36;2;1;2;Appartement;19;1;
1;Vente;16000;8;0;RUE;1230;PACATTE;1558;54300;LUNEVILLE;54;329;50;19;2;2;Appartement;36;1;
1;Vente;16000;37;15;BD;875;CARNOT;2745;87000;LIMOGES;87;085;61;2;1;2;Appartement;13;1;
1;Vente;16000;29;0;RUE;1440;CASSENEUIL;1406;47300;VILLENEUVE SUR LOT;47;323;1091;32;1;2;Appartement;33;1;
1;Vente;16300;12;0;RUE;1040;DU MURET;7;1100;OYONNAX;01;283;336;13;1;2;Appartement;30;1;
1;Vente;16400;9001;12;PL;130;EUGENIE;1846;64440;EAUX BONNES;64;204;151;25;1;2;Appartement;18;1;
1;Vente;16991;27;0;RUE;2400;DE LA FRATERNITE;1406;47300;VILLENEUVE SUR LOT;47;323;935;16;1;2;Appartement;23;1;
1;Vente;17000;6018;8;;A038;BALCONS DE VAL THO CHAL 6;2087;73440;LES BELLEVILLE;73;257;388;17;1;2;Appartement;62;4;
1;Vente;17000;10;1;AV;1223;HENRI SELLIER;2753;88000;EPINAL;88;160;341;19;1;2;Appartement;44;2;
1;Vente;17000;7;0;RUE;3407;EUGENE CARRIERE;3210;75018;PARIS 18;75;118;87;27;2;2;Appartement;35;2;
1;Vente;17000;124;0;RUE;1115;CHANZY;2065;72000;LE MANS;72;181;184;11;1;2;Appartement;10;1;
1;Vente;17000;1;0;RUE;640;DU COURTIOU;2578;83300;DRAGUIGNAN;83;050;339;4;1;2;Appartement;16;1;
1;Vente;17000;7;0;RUE;2570;DU DOCTEUR LABAT;2566;82000;MONTAUBAN;82;121;43;61;1;2;Appartement;24;1;
1;Vente;17100;;8;;B127;LE VILLAGE;296;11190;RENNES LES BAINS;11;310;837;32;1;2;Appartement;18;1;
1;Vente;17200;50;0;RUE;410;BRISON;1248;42300;ROANNE;42;187;307;13;2;2;Appartement;26;1;
1;Vente;17200;23;15;BD;6845;DE STRASBOURG;2625;83000;TOULON;83;137;99;4;1;2;Appartement;175;5;
1;Vente;17500;14;0;RUE;7512;RAOUL FOLLEREAU;1205;42100;SAINT-ETIENNE;42;218;168;406;2;2;Appartement;48;2;
1;Vente;17500;38;12;PL;203;D AVRINSART;2753;88000;EPINAL;88;160;341;30;1;2;Appartement;34;1;
1;Vente;17500;25;1;AV;130;DU VALLESPIR;1897;66110;AMELIE LES BAINS;66;003;290;14;1;2;Appartement;11;1;
2;Vente;17500;13;0;RUE;1120;DE LA ROVERE;1411;48000;MENDE;48;095;216;8;1;2;Appartement;37;2;
1;Vente;18000;5002;48;TSSE;2153;DU CHATEAU VENTO;319;13014;MARSEILLE 14EME;13;214;204;113;1;2;Appartement;18;1;
1;Vente;18000;1;0;RUE;1660;DOCTEUR LOUIS TIXIER;1618;58000;NEVERS;58;194;105;235;1;1;Maison;36;2;
1;Vente;18000;804;18;RES;A006;APHRODITE LA VOIE D'EAU;301;11370;LEUCATE;11;202;22;804;1;2;Appartement;15;1;
1;Vente;18000;49;0;RUE;1332;DES BONS ENFANTS;324;13006;MARSEILLE 6EME;13;206;80;6;1;2;Appartement;35;1;
1;Vente;18000;6;0;RUE;1365;DE LA TUILERIE;1733;60180;NOGENT SUR OISE;60;463;393;706;1;2;Appartement;50;3;
1;Vente;18000;68;0;RUE;2523;DES DAMES;3209;75017;PARIS 17;75;117;7;10;1;2;Appartement;8;1;
1;Vente;18000;19;0;RUE;3750;FRANKLIN;1204;42000;SAINT-ETIENNE;42;218;73;5;1;2;Appartement;29;1;
1;Vente;18000;66;0;RUE;300;DES FONCES;2610;83460;LES ARCS;83;004;2138;13;1;2;Appartement;65;3;
1;Vente;18000;3;15;BD;710;SAINT DOMINIQUE;1414;48100;MARVEJOLS;48;092;1425;8;1;2;Appartement;11;1;
1;Vente;18000;72;0;RUE;620;GAL DE GAULLE;1615;56300;PONTIVY;56;178;183;26;1;2;Appartement;30;2;
1;Vente;18000;21;12;PL;1320;DU MARCHE COUVERT;1260;43000;LE PUY EN VELAY;43;157;110;6;1;2;Appartement;57;2;
1;Vente;18090;45;6;GR;300;GRANDE RUE;2550;80460;AULT;80;039;686;33;1;2;Appartement;12;1;
1;Vente;18500;51;0;RUE;580;DE STALINGRAD;2775;88110;RAON L ETAPE;88;372;1058;1;1;2;Appartement;32;2;
1;Vente;18500;37;0;RUE;690;DE LA CHICOTIERE;1282;44800;ST-HERBLAIN;44;162;4;206;1;2;Appartement;13;1;
1;Vente;18795;260;3;RTE;7;DE L AEROPORT;2112;73420;VOGLANS;73;329;42;25;1;2;Appartement;26;1;
1;Vente;18945;260;3;RTE;7;DE L AEROPORT;2112;73420;VOGLANS;73;329;42;24;1;2;Appartement;27;1;
1;Vente;19000;17;4;CRS;670;DU PALAIS;238;7000;PRIVAS;07;186;115;9;1;2;Appartement;36;2;
1;Vente;19000;7054;8;;B029;LA CHAPELLE;83;4260;ALLOS;04;006;13;339;1;2;Appartement;20;1;
1;Vente;19000;115;1;AV;4160;PIERRE BROSSOLETTE;281;10000;TROYES;10;387;191;4;1;2;Appartement;20;1;
1;Vente;19000;10;0;RUE;2170;GUSTAVE EIFFEL;431;22000;SAINT-BRIEUC;22;278;171;4419;2;2;Appartement;44;2;
1;Vente;19000;25;0;RUE;1990;DU MAYOLLET;1248;42300;ROANNE;42;187;342;97;1;2;Appartement;53;3;
1;Vente;19000;2;15;BD;710;SAINT DOMINIQUE;1414;48100;MARVEJOLS;48;092;2061;30;2;2;Appartement;32;1;
1;Vente;19000;20;0;RUE;6;DES CHARTONS;2797;88550;POUXEUX;88;358;219;3;1;2;Appartement;32;2;
1;Vente;19000;124;0;RUE;1115;CHANZY;2065;72000;LE MANS;72;181;184;12;1;2;Appartement;29;1;
1;Vente;19000;5338;23;COR;24;DU CLOT CHENU;111;5260;SAINT-MICHEL-DE-CHAILLOL;05;153;245;13;1;2;Appartement;16;1;
1;Vente;19000;11;2;ALL;98;DE LA PATURE DE L ETANG;2063;71200;SAINT SERNIN DU BOIS;71;479;1647;5;1;2;Appartement;66;4;
1;Vente;19000;14;0;RUE;720;SADI CARNOT;2549;80350;MERS-LES-BAINS;80;533;688;1;1;2;Appartement;36;2;
1;Vente;19015;13;1;AV;860;GEORGES CLEMENCEAU;1157;40100;DAX;40;088;631;6;1;2;Appartement;20;1;
1;Vente;19400;7091;8;;B019;CHANTEMERLE;87;4140;SEYNE;04;205;1344;32;1;2;Appartement;24;2;
1;Vente;19500;52;0;RUE;2900;DE VILLEDIEU;1446;50000;SAINT-LO;50;502;202;12;2;2;Appartement;32;1;
1;Vente;19500;80;1;AV;100;BOULOUMIE;2756;88800;VITTEL;88;516;133;501;1;2;Appartement;14;1;
1;Vente;19800;5139;8;;B041;CANARD;139;5500;LAYE;05;072;114;5;1;2;Appartement;53;4;
1;Vente;19941;9001;18;RES;A014;LES TAMARIS - LE BOUCANET;663;30240;LE GRAU DU ROI;30;133;22;63;1;2;Appartement;29;2;
1;Vente;20000;5;12;PL;1670;SOLFERINO;3042;94190;VILLENEUVE-SAINT-GEORGES;94;078;46;5;2;2;Appartement;9;1;
1;Vente;20000;5024;8;;B432;VILLAGE;178;6470;GUILLAUMES;06;071;141;2;1;2;Appartement;27;1;
1;Vente;20000;13;0;RUE;480;DU GENERAL LECLERC;2788;88200;REMIREMONT;88;383;337;28;1;2;Appartement;70;2;
1;Vente;20000;17;0;RUE;2870;HENRI SELLIER;415;18000;BOURGES;18;033;154;8;1;2;Appartement;19;1;
1;Vente;20000;5051;1;AV;50;DES THERMES;1415;48190;MONT LOZERE ET GOULET;48;027;712;4;3;2;Appartement;52;3;
1;Vente;20000;74;0;RUE;90;BARON BOUVIER;2038;70000;VESOUL;70;550;316;102;1;2;Appartement;17;1;
1;Vente;20000;2;0;RUE;1300;DE LA LIBERTE;477;24200;SARLAT-LA-CANEDA;24;520;185;8;1;2;Appartement;22;2;
1;Vente;20000;4;0;RUE;167;DES FEUCHERETS;2462;78570;CHANTELOUP-LES-VIGNES;78;138;211;18;2;2;Appartement;48;2;
1;Vente;20000;8;0;RUE;1170;DU ROCHER;1449;50400;GRANVILLE;50;218;199;2;1;2;Appartement;45;1;
1;Vente;20000;5;0;RUE;965;DE PROVENCE;712;30800;ST GILLES;30;258;3122;1;1;2;Appartement;53;3;
1;Vente;20000;36;0;RUE;1640;DE PAU;1865;65100;LOURDES;65;286;51;25;2;2;Appartement;26;1;
1;Vente;20000;5009;8;;B060;CUDETA;652;20157;FRASSETO;2A;119;117;2;1;2;Appartement;28;1;
1;Vente;20000;16;0;RUE;130;DE MONTEVIDEO;58;2410;SAINT GOBAIN;02;680;114;7;1;2;Appartement;64;3;
1;Vente;20000;45;1;AV;7830;DE ROCHETAILLEE;1205;42100;SAINT-ETIENNE;42;218;19;10;1;2;Appartement;42;1;
1;Vente;20000;3;15;BD;710;SAINT DOMINIQUE;1414;48100;MARVEJOLS;48;092;1425;17;1;2;Appartement;51;2;
1;Vente;20000;3;0;RUE;1212;DU PDT SALVADOR ALLENDE;262;8200;SEDAN;08;409;103;302;1;2;Appartement;35;1;
1;Vente;20000;26;0;RUE;6537;DU MONT THABOR;3196;75001;PARIS 01;75;101;34;21;1;2;Appartement;10;1;
1;Vente;20000;2;0;RUE;1260;DE LA CLAPE;302;11100;NARBONNE;11;262;22;6;1;2;Appartement;21;1;
1;Vente;20000;26;15;BD;6110;MARCEL SEMBAT;2990;93200;SAINT-DENIS;93;066;1;3;1;2;Appartement;15;1;
1;Vente;20140;7112;8;;B009;LES AUCHES;83;4260;ALLOS;04;006;2100;332;1;2;Appartement;15;1;
1;Vente;20500;5;0;RUE;4355;DU PORT;2065;72000;LE MANS;72;181;393;79;1;2;Appartement;23;1;
1;Vente;20500;55;1;AV;1340;MARECHAL FOCH;1260;43000;LE PUY EN VELAY;43;157;291;90;1;2;Appartement;24;1;
1;Vente;20600;15;0;RUE;2320;GAMBON;415;18000;BOURGES;18;033;537;23;1;1;Maison;30;1;
1;Vente;20700;16;1;AV;380;DE LA GARE;2057;71600;PARAY LE MONIAL;71;342;14;30;1;2;Appartement;25;2;
1;Vente;21000;43;0;RUE;270;JEAN JAURES;2033;70200;LURE;70;310;386;169;3;2;Appartement;25;1;
1;Vente;21000;13;12;PL;291;LOUIS ARAGON;3050;94450;LIMEIL-BREVANNES;94;044;566;32045;1;2;Appartement;66;3;
1;Vente;21000;19;0;RUE;3010;JULES SIMON;1582;56100;LORIENT;56;121;64;2;1;2;Appartement;70;3;
1;Vente;21000;5;15;BD;6460;VICTOR HUGO;1618;58000;NEVERS;58;194;37;17;1;2;Appartement;13;1;
1;Vente;21000;11;2;ALL;98;DE LA PATURE DE L ETANG;2063;71200;SAINT SERNIN DU BOIS;71;479;1647;4;1;2;Appartement;71;4;
1;Vente;21000;10;0;RUE;2330;HOUVENAGLE;431;22000;SAINT-BRIEUC;22;278;310;54;1;2;Appartement;34;1;
1;Vente;21000;5141;8;;B014;LE BOIS D AUROUZE;121;5250;LE DEVOLUY;05;139;12;2187;1;2;Appartement;17;1;
1;Vente;21500;11;0;RUE;190;BENJAMIN FILLON;2711;85200;FONTENAY-LE-COMTE;85;092;128;1;3;2;Appartement;32;3;
1;Vente;21500;15;0;RUE;280;VICTOR CHALMEY;2039;70000;NOIDANS-LES-VESOUL;70;388;2034;7;1;2;Appartement;12;1;
1;Vente;21500;28;0;RUE;3340;LAKANAL;1406;47300;VILLENEUVE SUR LOT;47;323;726;14;1;2;Appartement;28;1;
1;Vente;21500;12;0;RUE;6990;SAINT GEORGES;2050;71100;CHALON-SUR-SAONE;71;076;1;15;1;2;Appartement;31;2;
1;Vente;21600;16;0;RUE;201;NATIONALE;2079;72200;CLERMONT CREANS;72;084;225;2;2;1;Maison;101;3;
1;Vente;21750;14;15;BD;2070;DE LA LIBERTE;414;18100;VIERZON;18;279;406;256;1;2;Appartement;30;1;
1;Vente;21900;6;0;RUE;353;L O FROSSARD;2031;70300;LUXEUIL-LES-BAINS;70;311;3;23;2;2;Appartement;65;5;
1;Vente;22000;54;0;RUE;750;G LE CONQUERANT;368;14360;TROUVILLE-SUR-MER;14;715;929;101;1;2;Appartement;39;2;
1;Vente;22000;36;0;RUE;1740;DE NANCY;2753;88000;EPINAL;88;160;539;10;3;2;Appartement;56;3;
1;Vente;22000;28;0;RUE;20;EDOUARD HERRIOT;2034;70300;SAINT-SAUVEUR;70;473;28;5;1;2;Appartement;107;4;
1;Vente;22000;179;0;RUE;360;DE FRANCE;154;6430;TENDE;06;163;1322;120;2;2;Appartement;33;1;
1;Vente;22000;9;0;RUE;430;JAURES GRANDE RUE;517;26300;BOURG-DE-PEAGE;26;057;116;4;1;2;Appartement;24;2;
1;Vente;22000;1;0;RUE;140;GAMBETTA;1140;39400;HAUTS DE BIENNE;39;368;185;10;1;2;Appartement;22;1;
1;Vente;22000;12;0;RUE;280;JULES JEANNENEY;2031;70300;LUXEUIL-LES-BAINS;70;311;144;20;2;2;Appartement;60;2;
1;Vente;22000;10;1;AV;1339;MARANSIN;1865;65100;LOURDES;65;286;37;80;1;2;Appartement;35;1;
1;Vente;22000;5346;8;;B342;LE VILLAGE;199;6450;UTELLE;06;151;769;6;1;2;Appartement;88;4;
1;Vente;22000;4;0;RUE;2230;JEAN BAPTISTE COROT;290;11000;CARCASSONNE;11;069;41;22;2;2;Appartement;55;3;
1;Vente;22000;10;0;RUE;970;CHARBONNET;281;10000;TROYES;10;387;114;8;1;2;Appartement;13;1;
1;Vente;22370;5;0;RUE;2620;DES JACOBINS;302;11100;NARBONNE;11;262;372;37;1;2;Appartement;95;2;
1;Vente;22500;10;15;BD;890;DES CHATEAUX;2743;86300;CHAUVIGNY;86;070;83;2;1;1;Maison;45;2;
1;Vente;22500;12;68;GPL;310;GD PCE LOUIS LE SENECHAL;1806;62250;MARQUISE;62;560;161;2;1;2;Appartement;20;1;
1;Vente;22500;17;0;RUE;90;DU BOUCAU;1543;54310;HOMECOURT;54;263;113;15;1;2;Appartement;56;3;
1;Vente;22500;25;0;RUE;20;CASTELLANE;1897;66110;AMELIE LES BAINS;66;003;1124;35;1;2;Appartement;23;1;
1;Vente;22500;2;0;RUE;340;DU 10EME BCP;2779;88100;SAINT DIE DES VOSGES;88;413;85;16;2;2;Appartement;22;1;
1;Vente;22500;2;0;RUE;45;DU CROC SALE;565;28320;GALLARDON;28;168;458;5;1;2;Appartement;15;1;
1;Vente;22500;17;0;RUE;2612;DES SORBIERS;1446;50000;SAINT-LO;50;502;133;103;2;2;Appartement;30;1;
1;Vente;22600;14;52;N;2890;QU DE LA REPUBLIQUE;423;19000;TULLE;19;272;77;6;2;2;Appartement;46;2;
1;Vente;23000;1;35;PAS;6736;DU POIDS PUBLIC;1010;35400;SAINT-MALO;35;288;1053;12;1;2;Appartement;23;1;
1;Vente;23000;98;1;AV;2090;MARECHAL FOCH;551;27000;EVREUX;27;229;426;15;1;2;Appartement;11;2;
1;Vente;23000;58;1;AV;770;GAMBETTA;2623;83500;LA SEYNE SUR MER;83;126;1353;12;2;2;Appartement;21;2;
1;Vente;23000;88;0;RUE;60;D ALSACE;2779;88100;SAINT DIE DES VOSGES;88;413;21;27;2;2;Appartement;24;2;
1;Vente;23000;13;0;RUE;660;D ORVAL;263;8110;CARIGNAN;08;090;819;2;1;2;Appartement;86;4;
1;Vente;23000;103;0;RUE;1760;PIERRE JULIEN;515;26200;MONTELIMAR;26;198;254;6;1;2;Appartement;40;2;
1;Vente;23000;7;0;RUE;197;DE LA CHARRONIERE;1572;55100;VERDUN;55;545;324;14;1;2;Appartement;22;1;
1;Vente;23000;5381;8;;B202;MERLETTE;117;5170;ORCIERES;05;096;3085;187;1;2;Appartement;16;1;
1;Vente;23000;7;0;RUE;1650;DES GALLIERES;1197;41000;BLOIS;41;018;698;8;1;2;Appartement;18;1;
1;Vente;23000;55;8;;3440;GRANDE RUE;2050;71100;CHALON-SUR-SAONE;71;076;45;24;1;2;Appartement;18;1;
1;Vente;23100;11;0;RUE;15;DE LA GARE;1447;50680;MOON-SUR-ELLE;50;356;1236;3;2;1;Maison;39;2;
1;Vente;23145;327;3;RTE;255;DE PIERRE BLANCHE;1096;38650;GRESSE-EN-VERCORS;38;186;128;229;1;2;Appartement;19;1;
1;Vente;23470;1019;3;RTE;2330;DE COURBESSAC;666;30000;NIMES;30;189;511;51;1;2;Appartement;22;1;
1;Vente;23500;20;0;RUE;150;DU BREUIL;2038;70000;VESOUL;70;550;122;55;1;2;Appartement;42;2;
1;Vente;23500;1559;8;;B178;MON DESIR;1409;47150;MONFLANQUIN;47;175;677;133;1;1;Maison;32;2;
1;Vente;23750;207;0;RUE;730;PAUL DOUMER;2451;78510;TRIEL SUR SEINE;78;624;493;19;1;2;Appartement;15;1;
1;Vente;23750;317;14;MTE;160;DES DOLOMITES;1096;38650;GRESSE-EN-VERCORS;38;186;60;535;1;2;Appartement;18;1;
1;Vente;24000;7;0;RUE;510;DOULLAY;594;28400;NOGENT LE ROTROU;28;280;117;24;1;2;Appartement;29;1;
1;Vente;24000;7218;8;;B063;LACHAUD ET CHAUVET;83;4260;ALLOS;04;006;871;71;1;2;Appartement;19;1;
1;Vente;24000;1;35;PAS;6736;DU POIDS PUBLIC;1010;35400;SAINT-MALO;35;288;1053;9;1;2;Appartement;20;1;
1;Vente;24000;;8;;B006;LES AUZIS-SUD;293;11800;TREBES;11;397;262;29;2;2;Appartement;44;2;
1;Vente;24000;22;1;AV;230;LE CORBUSIER;1477;51470;SAINT-MEMMIE;51;506;98;240;2;2;Appartement;28;1;
1;Vente;24000;2;0;RUE;810;ZIWER PACHA;2762;88140;CONTREXEVILLE;88;114;50;23;1;2;Appartement;33;1;
1;Vente;24000;25;0;RUE;20;CASTELLANE;1897;66110;AMELIE LES BAINS;66;003;1124;23;1;2;Appartement;23;1;
1;Vente;24000;37;0;RUE;1020;DE LOING;1382;45200;MONTARGIS;45;208;130;13;2;2;Appartement;26;1;
1;Vente;24000;5286;8;;B142;MONTAGNE DU PLEYNET;1081;38580;LE HAUT-BREDA;38;163;37;235;2;2;Appartement;14;1;
1;Vente;24000;27;0;RUE;1695;ELIE BERTHET;2745;87000;LIMOGES;87;085;353;13;1;2;Appartement;18;1;
1;Vente;24000;36;0;RUE;30;BARBES;702;30300;BEAUCAIRE;30;032;252;17;2;2;Appartement;68;3;
1;Vente;24000;9011;8;;A870;IMM F CHATEAU BLANC;2197;76800;SAINT-ETIENNE-DU-ROUVRAY;76;575;254;47;1;2;Appartement;80;4;
1;Vente;24000;125;1;AV;140;FOCH;1511;54270;ESSEY LES NANCY;54;184;465;4;1;2;Appartement;27;2;
1;Vente;24000;29;1;AV;100;DES LANDES;776;32150;CAZAUBON;32;096;194;67;1;2;Appartement;25;1;
1;Vente;24000;102;1;AV;4128;DU GENERAL DE GAULLE;3024;94700;MAISONS-ALFORT;94;046;26;9;1;2;Appartement;12;1;
1;Vente;24000;6;1;AV;338;DU GENERAL LECLERC;284;10200;BAR SUR AUBE;10;033;335;16;2;2;Appartement;25;1;
